question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Which Mexican states (ent) have an average number of break-ins since 2005 (vlh18a) among households that both feel safe at home (vlh04 in {1,2}) and own/share a non‑agricultural business (nna01=1) strictly above the national average computed over the same subset, considering only states with at least 50 such qualifying households? Return the state code and the average.","Among households that feel very safe or safe at home and have a member who owns or shares a non-agricultural business, which states have an average number of break-ins/robberies of the home, business, or parcel since 2005 (vlh18a) above the national average for this group, considering only states with at least 50 such households, and what are those averages and household counts, ordered from highest to lowest average?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000191.py,"[""ii_portad"", ""ii_vlh"", ""ii_su"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_su_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households in Oaxaca (ent=20) that both (a) reported producing/selling eggs in the last 12 months (inr02d=1) and (b) reported using a plot/land for sowing/farming (su01=1), which households have a household-level total of last-month eggs sold (sum of inr04d across all household members) at least as high as the national average of that same household-level total among all households that meet (a) and (b)? Return the Household ID (folio) and the total.","Among households in Oaxaca that use a plot of land for farming and reported producing/selling eggs in the last 12 months, which household IDs sold at least the national average number of eggs last month, and how many did they sell?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000192.py,"[""ii_portad"", ""ii_se"", ""ii_su"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
"By state (ent), how many individuals aged 18 or older live in households that reported their locality is ""completely disagree"" with being close (vlh01k = 4) and explicitly reported total debts + interests above $5,000 (crh04c = 2)? Count individuals (not households) and exclude cases where the household did not answer the debts bracket (i.e., crh04c is missing).","By state, how many adults aged 18 or older live in households that completely disagree that their locality is close and report total debts plus interests greater than $5,000?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000193.py,"[""ii_portad"", ""ii_inr"", ""ii_vlh"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among interviewed individuals (ii_portad) who live in households that, according to the assets module (ii_ah), reported owning an electronic device (ah03e=1), return by state (ent): (a) the number of individuals aged 18–24 (inclusive) and (b) the total number of individuals from those households; then keep only states where the 18–24 count is above the national average of that count among these states.","Which states have more 18–24-year-old individuals living in households that report owning an electronic device than the average across states, and for each such state, what are the number of these 18–24-year-olds and the total number of individuals living in device-owning households, ranked by the 18–24 count?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000194.py,"[""ii_portad"", ""ii_ah"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"In Oaxaca (ent=20), among households that both (i) have at least one member aged 65 or older and (ii) reported a household member’s death in the last five years (se01a=1), and (iii) explicitly provided a value for total debts plus interests (crh04_1=1), how many such households have total debt (crh04_2) strictly above the Oaxaca-wide average total debt computed across all indebted households in Oaxaca? Note: at least one 65+ means any member qualifies (not the average age), and the Oaxaca benchmark must include all indebted households in Oaxaca, not just the elderly/death subset.",How many households in Oaxaca whose oldest member is at least 65 years old and that reported a household member's death in the last five years have a total debts plus interests amount (in pesos) greater than the average among Oaxaca households with reported amounts?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000195.py,"[""ii_portad"", ""ii_crh"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among states (ent), considering only households that both used a plot for farming (su01=1 in ii_su) and reported losing their dwelling/business due to a natural disaster in the last five years (se01d=1 in ii_se), which states have at least 10 such households and whose average expense on seeds (su234) is strictly above the overall average among these qualifying households? Return the state code, the number of qualifying households, and the average seed expense.","By state, among households that use agricultural plots and reported losing their home or business to a natural disaster in the last five years, which states with at least 10 such households have an average seeds expense per household above the overall average across these households, and what are the household counts and average seeds expenses for those states ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000196.py,"[""ii_portad"", ""ii_se"", ""ii_ah"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households in Oaxaca (ent = 20) that reported using a plot of land (su01 = 1) and a positive expense on chemical fertilizer (su231 > 0), which households spend more on chemical fertilizer than the national average among all land-using households with positive fertilizer expense? Return the Household ID and fertilizer expense, sorted by expense descending.","Which household IDs in Oaxaca that use a plot of land for farming have chemical fertilizer expenses above the average among all land-using households, and what are those expenses, listed from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000197.py,"[""ii_portad"", ""ii_su"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households in Oaxaca (ent = 20), what is the count of households that explicitly reported owning/sharing a non-agricultural business (nna01 = 1) versus explicitly not owning one (nna01 = 2), restricted to households in which at least one member personally owns an electronic device (ah03e = 1)?","For households in Oaxaca, among those with at least one member who owns an electronic device, how many households report owning or sharing a non-agricultural business versus not?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000198.py,"[""ii_portad"", ""ii_nna"", ""ii_su"", ""ii_se"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,1.0,
"Among households that have at least one resident aged 60 or older and at least one member who owns an electronic device with a recorded positive value, and that also received any direct income from Other Government Program in the last 12 months (positive in02a10), what is, by state (ent), the average of the household-level maximum declared value of an electronic device and the number of such households? Note: the condition is ""at least one qualifying resident/member"" per household, not that all residents qualify, and ""direct income"" refers to in02a10 rather than participation indicators.","By state, what is the average of the maximum reported value of electronic devices per household, and how many households are included, among households that have at least one member aged 60 or older, report owning electronic devices with a positive stated value, and received a positive direct amount from an Other Government Program?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000199.py,"[""ii_portad"", ""ii_ah"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households that explicitly reported receiving ""70 y más"" in the last 12 months (in01a11_1 = 1), which states have a number of such households with at least one member aged 70 or older that is at least as high as the national average across states? Return the state code and that household count.","Which states have at least the average (across states) number of households that both reported receiving income from the '70 y más' program in the last 12 months and include at least one resident aged 70 or older, and how many such households are there in each of those states?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000200.py,"[""ii_portad"", ""ii_su"", ""ii_in"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_in_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,join_fanout,1.0,
"Among households that reported a numeric total debts + interests value (crh04_1 = 1), which states (ent) have a number of distinct households that also have at least one member who owns an electronic device (ah03e = 1) that is at least as high as the average across states of that count? Return the state codes and the number of such households.",Which states have a count of households that both reported a value for total debts plus interest and have at least one household member who owns an electronic device that is greater than or equal to the average count across states?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000201.py,"[""ii_portad"", ""ii_ah"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,having,3.0,
